Name,Pronouns,UFL Email,Phone,Socials,Year,Major,Other Orgs,"Role (0=Big,1=Little)",Preferred Littles,Preferred Bigs,Pairing Requests (Optional),"On/Off Campus (0=On,1=Off)","Has Car (0=No,1=Yes)",Ideal Big/Little,Looking For ACE,Free Time,Hobbies,Favorite Artists/Songs,Icks,Talk for Hours About,Self Description,Best Joke,Favorite Food,"EarlyBird/NightOwl (0=Early,1=Night)",Extroversion (1-5),Good Advice (1-5),Plans Style (1-5),Study Frequency (1-5),Gym Frequency (1-5),Spending Habits (1-5),Friday Night,Additional Info (Optional)
Frederick Lopez,they/them,melissa402@ufl.edu,001-592-768-0803x2939,@ricardo70,2,Mechanical Engineering,VSO,0,5.0,,Prefer someone from AAA,0,0,Shares similar hobbies,Meet new people,painting,painting,Taylor Swift - Rock,Chewing loudly,movies & TV shows,Kind only list fall finally money firm form particular radio leg.,Why did the scarecrow get promoted? He was outstanding in his field.,Greek/Mediterranean,0,3,5,4,4,1,3,movie night,Looking for study buddies
Paige Mills,he/him,jeremy600@ufl.edu,586.600.7021x0959,@nicholas4,2,Marketing,VSO,0,4.0,,,0,1,Chill and introverted,Network and make friends,gym,"cooking, traveling",Drake - Hip-hop,Talking over others,sports,At majority spend dog page girl weight heart whatever product economy physical.,Why don’t skeletons fight each other? They don’t have the guts.,American,1,3,3,3,5,3,4,gaming all night,
Tina Davidson,she/her,jeffery254@ufl.edu,+1-093-339-7081x746,@tamara71,2,Biology,None,0,5.0,,Prefer someone same major,1,0,Fun and outgoing,Guide underclassmen,photography,"gym, painting",Taylor Swift - Indie,Being late,sports,Serious cover including place quite method forward social senior read player behavior care.,Why did the scarecrow get promoted? He was outstanding in his field.,American,0,3,5,3,4,4,4,going out,
Donna Rangel,he/him,cynthia556@ufl.edu,(489)064-1914x864,@jamie84,2,Biology,CSA,0,3.0,,Prefer someone from AAA,0,1,Shares similar hobbies,Meet new people,traveling,gaming,NewJeans - Pop,Being late,k-pop gossip,Health reflect cost western discover safe offer song term little teach wind always oil.,Why did the scarecrow get promoted? He was outstanding in his field.,I would literally eat anything,0,3,4,4,2,5,3,gaming all night,
Susan Le,he/him,kenneth278@ufl.edu,001-540-602-4138x5450,@jennifer3,2,Computer Science,AAA,0,2.0,,Prefer someone same major,1,1,Fun and outgoing,Meet new people,traveling,"gym, photography, movies",SZA - Lo-fi,Bad hygiene,AI & tech,If responsibility hold painting ground speech young.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,0,5,4,4,3,1,5,dinner with friends,
Matthew Jensen,he/him,jennifer223@ufl.edu,1939748567,@penny39,2,Marketing,HSA,0,3.0,,Prefer someone same major,1,0,Chill and introverted,Network and make friends,movies,"movies, traveling",NewJeans - Lo-fi,Talking over others,AI & tech,Interview call laugh soldier single campaign relationship rich authority left.,What do you call fake spaghetti? An impasta!,Mexican,1,3,5,3,3,2,1,sleeping early,I love hanging out at Plaza of Americas
Jerry Hanson,she/her,patrick789@ufl.edu,+1-249-374-9127x68350,@lynn70,2,Computer Science,HSA,0,3.0,,,0,1,Supportive and caring,Find a mentor,photography,"painting, gaming",Drake - Rock,Chewing loudly,movies & TV shows,Early write surface enter condition anything recognize check pass manage mention drug spring often various.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,1,4,3,4,4,4,1,sleeping early,I love hanging out at Plaza of Americas
Casey Baker,he/him,daniel621@ufl.edu,001-264-968-6632x9651,@latoya52,1,Data Science,HSA,0,2.0,,Prefer someone from AAA,1,1,Supportive and caring,Guide underclassmen,gym,"painting, music, traveling",Drake - Lo-fi,Chewing loudly,sports,Follow school morning keep south somebody rate amount whole recognize already early activity air.,What do you call fake spaghetti? An impasta!,I would literally eat anything,0,4,4,3,2,2,4,sleeping early,Looking for study buddies
Dr. David Sharp,they/them,dustin165@ufl.edu,370.153.3978,@melanie13,2,Mechanical Engineering,FSA,0,2.0,,Prefer someone also into K-pop,1,0,Shares similar hobbies,Meet new people,movies,"photography, gym, cooking",SZA - EDM,Overusing emojis,AI & tech,Visit successful community TV time policy glass.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,0,5,5,4,5,4,2,studying at Marston,
Jason Gallagher,he/him,christopher984@ufl.edu,457.226.6867x133,@joseph51,2,Marketing,None,0,1.0,,,0,1,Fun and outgoing,Meet new people,cooking,reading,Joji - K-pop,Being late,sports,Involve born travel change century issue population less music.,What do you call fake spaghetti? An impasta!,I would literally eat anything,0,4,5,3,3,5,5,studying at Marston,
Heidi Howard,they/them,jennifer241@ufl.edu,761.897.5341x568,@kimberly38,2,Computer Science,FSA,0,5.0,,Prefer someone same major,0,1,Supportive and caring,Meet new people,music,"painting, gaming, photography",Joji - Rock,Chewing loudly,sports,Building let call race great add prepare close.,Why did the scarecrow get promoted? He was outstanding in his field.,Greek/Mediterranean,1,3,4,4,4,1,5,dinner with friends,I love hanging out at Plaza of Americas
Ethan Hull,they/them,daniel806@ufl.edu,(410)238-1174,@valerie94,1,Computer Science,CSA,0,2.0,,,1,1,Shares similar hobbies,Guide underclassmen,gym,"photography, traveling, movies",Post Malone - Indie,Overusing emojis,k-pop gossip,Begin board start know add run buy word right.,What do you call fake spaghetti? An impasta!,I would literally eat anything,0,5,5,3,3,1,1,movie night,
Brian Floyd,he/him,maurice78@ufl.edu,752.610.4233x1644,@sarah41,1,Data Science,None,0,3.0,,Prefer someone same major,1,1,Shares similar hobbies,Meet new people,photography,"gym, painting, reading",Drake - EDM,Being late,sports,Better ready fear hit book herself whole.,What do you call fake spaghetti? An impasta!,Mexican,1,3,4,4,2,3,4,dinner with friends,
Jeremy Parker,they/them,cynthia516@ufl.edu,010.146.1882x25261,@jerry21,1,Finance,HSA,0,5.0,,Prefer someone same major,0,1,Supportive and caring,Meet new people,music,"reading, cooking",Drake - Rock,Talking over others,gaming strategies,Dinner trade everybody might hope live sport.,Why don’t skeletons fight each other? They don’t have the guts.,Greek/Mediterranean,0,5,4,5,4,3,2,sleeping early,I love hanging out at Plaza of Americas
Megan Short,he/him,amanda456@ufl.edu,(229)223-3193x103,@jenna43,1,Marketing,AAA,0,2.0,,Prefer someone same major,1,1,Supportive and caring,Meet new people,reading,photography,Taylor Swift - Pop,Bad hygiene,gaming strategies,Himself culture growth nor painting growth character wear the system.,What do you call fake spaghetti? An impasta!,Mexican,1,4,5,3,2,1,1,movie night,I love hanging out at Plaza of Americas
Jessica Weiss,she/her,michele563@ufl.edu,048.251.7720,@christopher38,1,Marketing,AAA,0,2.0,,Prefer someone from AAA,0,0,Chill and introverted,Find a mentor,reading,music,Drake - Pop,Chewing loudly,fashion trends,It station story house picture get still threat science myself since.,Why don’t skeletons fight each other? They don’t have the guts.,Greek/Mediterranean,1,4,5,4,5,2,1,sleeping early,
Mark Roy,they/them,ryan198@ufl.edu,433.800.8315x75405,@robert33,2,Finance,VSO,0,2.0,,Prefer someone same major,1,0,Chill and introverted,Find a mentor,movies,"music, movies",Post Malone - Hip-hop,Talking over others,movies & TV shows,Pattern best check as mention letter address inside other read along quite product general.,Why did the scarecrow get promoted? He was outstanding in his field.,Mexican,0,5,4,3,4,4,3,dinner with friends,
Matthew Archer,she/her,christopher361@ufl.edu,001-648-936-9386x80598,@peggy33,1,Finance,HSA,0,2.0,,Prefer someone from AAA,0,1,Chill and introverted,Meet new people,gym,gaming,The Weeknd - EDM,Bad hygiene,k-pop gossip,Peace pass ok anything plan behind specific as world sport.,I only know 25 letters of the alphabet. I don’t know y.,American,0,3,4,5,2,2,4,movie night,
Ronald Noble,they/them,jared180@ufl.edu,001-784-030-6607x478,@michelle30,1,Data Science,AAA,0,2.0,,Prefer someone also into K-pop,0,0,Chill and introverted,Network and make friends,reading,photography,The Weeknd - Hip-hop,Bad hygiene,movies & TV shows,Offer social president their design movement cost wait anything three current loss hand write.,I only know 25 letters of the alphabet. I don’t know y.,Italian,1,5,4,3,5,3,2,going out,I love hanging out at Plaza of Americas
Michelle Rosario,she/her,lauren343@ufl.edu,(694)548-4920x5772,@corey73,1,Finance,VSO,0,1.0,,Prefer someone same major,0,1,Fun and outgoing,Guide underclassmen,traveling,music,Post Malone - EDM,Overusing emojis,fashion trends,East star more former money night activity try necessary degree stuff.,I only know 25 letters of the alphabet. I don’t know y.,I would literally eat anything,0,5,5,3,5,5,1,going out,I love hanging out at Plaza of Americas
Andrea Johnson,he/him,theresa738@ufl.edu,757-442-0098x68229,@robert68,1,Mechanical Engineering,AAA,0,5.0,,Prefer someone same major,1,1,Fun and outgoing,Find a mentor,gaming,gaming,Taylor Swift - Rock,Chewing loudly,k-pop gossip,Government similar level explain color cultural course hard outside discover seven force social generation.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,4,3,4,5,4,2,going out,Looking for study buddies
Wayne Sanders,they/them,michelle396@ufl.edu,(711)689-6820x4218,@brian84,1,Finance,VSO,0,4.0,,Prefer someone also into K-pop,0,0,Chill and introverted,Meet new people,painting,reading,SZA - Rock,Chewing loudly,gaming strategies,Apply because meet try finish measure play effect whether.,Why did the scarecrow get promoted? He was outstanding in his field.,Mexican,1,5,3,5,3,1,4,sleeping early,
Mrs. Annette Mckenzie MD,he/him,michael314@ufl.edu,292.460.2472x086,@jason13,1,Computer Science,None,0,3.0,,Prefer someone also into K-pop,0,0,Chill and introverted,Guide underclassmen,gym,gaming,Post Malone - Indie,Chewing loudly,gaming strategies,Gas political significant Congress these character morning.,I only know 25 letters of the alphabet. I don’t know y.,Italian,0,5,3,3,2,2,2,studying at Marston,I love hanging out at Plaza of Americas
Mr. Shawn Mcdonald,they/them,dawn645@ufl.edu,8446882878,@cody49,2,Marketing,CSA,0,5.0,,,0,0,Supportive and caring,Meet new people,reading,"traveling, gaming",The Weeknd - Hip-hop,Being late,movies & TV shows,West rate thank artist speech allow line worry book talk beautiful moment capital manage appear son.,What do you call fake spaghetti? An impasta!,Asian,0,3,5,3,2,1,5,going out,Looking for study buddies
Jeffery Cross,they/them,timothy261@ufl.edu,+1-071-485-5427x5296,@antonio93,1,Computer Science,CSA,0,2.0,,,0,0,Supportive and caring,Guide underclassmen,painting,"movies, gym, traveling",The Weeknd - Pop,Being late,AI & tech,Method foot size his play watch ability just behind law lose oil.,What do you call fake spaghetti? An impasta!,Italian,0,5,3,4,2,1,1,gaming all night,Looking for study buddies
Todd Hughes,she/her,megan437@ufl.edu,274-066-3147,@gina51,2,Biology,CSA,0,2.0,,Prefer someone same major,0,1,Shares similar hobbies,Meet new people,gym,music,NewJeans - Pop,Overusing emojis,AI & tech,I structure cold bit bank into sometimes letter machine TV huge information.,Why did the scarecrow get promoted? He was outstanding in his field.,Mexican,0,5,4,3,4,1,2,gaming all night,
Michael Brooks,they/them,cameron720@ufl.edu,+1-086-327-2127x410,@scott80,1,Marketing,HSA,0,4.0,,,1,0,Chill and introverted,Meet new people,music,"painting, reading",NewJeans - K-pop,Talking over others,AI & tech,Southern would before animal section total behind heavy agree short herself.,Why did the scarecrow get promoted? He was outstanding in his field.,I would literally eat anything,0,5,4,5,4,2,5,movie night,
Paul Day,they/them,mark564@ufl.edu,001-582-052-3789x867,@richard46,1,Data Science,HSA,0,4.0,,,0,1,Chill and introverted,Meet new people,photography,"traveling, gym, cooking",Taylor Swift - Indie,Chewing loudly,sports,Cell shake save need safe evening official firm least child fund thought trade suddenly know.,What do you call fake spaghetti? An impasta!,Italian,0,5,3,5,5,5,1,dinner with friends,
Kristopher Salinas DDS,she/her,jon209@ufl.edu,339.706.4562x716,@maria93,2,Marketing,HSA,0,4.0,,Prefer someone also into K-pop,1,1,Fun and outgoing,Guide underclassmen,gym,"reading, traveling",Post Malone - EDM,Overusing emojis,k-pop gossip,Cup rich year anyone far idea will day despite discussion left reveal.,What do you call fake spaghetti? An impasta!,I would literally eat anything,1,3,3,4,2,2,5,dinner with friends,Looking for study buddies
Melissa Smith,they/them,adrienne876@ufl.edu,+1-929-484-1910x2061,@heather23,2,Data Science,VSO,0,1.0,,Prefer someone from AAA,0,0,Shares similar hobbies,Network and make friends,music,"cooking, painting, reading",Joji - R&B,Bad hygiene,k-pop gossip,Interesting various board protect week hundred method fund claim.,I only know 25 letters of the alphabet. I don’t know y.,American,1,4,3,5,3,5,3,gaming all night,
Mary Sharp,he/him,dawn957@ufl.edu,+1-864-183-5901x606,@alejandra62,2,Finance,FSA,0,4.0,,Prefer someone from AAA,1,1,Fun and outgoing,Guide underclassmen,painting,"reading, painting",Taylor Swift - Rock,Bad hygiene,fashion trends,Agency perform than care reveal available something majority road throw meet quality economic above something behind.,I only know 25 letters of the alphabet. I don’t know y.,Asian,0,5,5,4,2,5,3,studying at Marston,Looking for study buddies
David Sweeney,she/her,benjamin511@ufl.edu,(109)683-0974x4535,@abigail66,2,Mechanical Engineering,AAA,0,5.0,,,1,0,Chill and introverted,Meet new people,photography,"cooking, gym, music",Taylor Swift - Lo-fi,Bad hygiene,AI & tech,Project especially system today fine goal look that discover similar.,What do you call fake spaghetti? An impasta!,American,0,5,5,4,2,1,4,going out,I love hanging out at Plaza of Americas
Alexa Cardenas,she/her,erin894@ufl.edu,+1-807-470-9105x5243,@whitney89,2,Marketing,AAA,0,1.0,,,1,1,Fun and outgoing,Meet new people,photography,"gym, photography",NewJeans - R&B,Talking over others,AI & tech,Company throughout example physical dog grow radio job media his phone itself control trial.,I only know 25 letters of the alphabet. I don’t know y.,American,1,4,3,5,4,1,2,going out,
Lisa Gonzales,she/her,robert678@ufl.edu,(786)083-8995x3221,@debra97,1,Marketing,None,0,4.0,,Prefer someone also into K-pop,1,0,Fun and outgoing,Network and make friends,cooking,gaming,Joji - Hip-hop,Talking over others,movies & TV shows,East rule across treatment measure best draw product movement.,What do you call fake spaghetti? An impasta!,Greek/Mediterranean,0,3,5,5,3,3,1,sleeping early,I love hanging out at Plaza of Americas
Danielle Moore,he/him,tonya531@ufl.edu,001-426-372-3900,@erin53,1,Biology,FSA,0,4.0,,,0,1,Fun and outgoing,Guide underclassmen,gym,"gym, traveling",Post Malone - Lo-fi,Bad hygiene,AI & tech,Least in already ability his clearly benefit reason back country finally speak every person partner.,What do you call fake spaghetti? An impasta!,American,0,4,3,4,3,4,2,dinner with friends,
Christopher Hays,he/him,jeanne332@ufl.edu,5887247631,@darrell28,2,Computer Science,None,0,1.0,,Prefer someone also into K-pop,1,1,Shares similar hobbies,Network and make friends,reading,music,Joji - Rock,Overusing emojis,sports,Thank than history book sure enough according along during themselves.,I only know 25 letters of the alphabet. I don’t know y.,American,0,3,5,5,4,3,4,studying at Marston,I love hanging out at Plaza of Americas
Kimberly Gomez,they/them,kyle935@ufl.edu,+1-366-903-0651x917,@lauren41,1,Data Science,HSA,0,4.0,,,1,1,Supportive and caring,Network and make friends,traveling,"painting, cooking",The Weeknd - Indie,Bad hygiene,gaming strategies,Television step set figure offer party until.,I only know 25 letters of the alphabet. I don’t know y.,I would literally eat anything,0,4,3,3,5,3,2,sleeping early,
Benjamin Perkins,she/her,melissa589@ufl.edu,001-228-987-2255x3573,@ronnie46,1,Data Science,None,0,4.0,,Prefer someone also into K-pop,0,1,Supportive and caring,Network and make friends,photography,"painting, reading, gaming",SZA - Hip-hop,Chewing loudly,gaming strategies,Inside degree child fire attention sort city throughout let movement she themselves nothing member.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,3,4,3,3,2,2,going out,I love hanging out at Plaza of Americas
